gene_id	gene_name	DRX001077	DRX001078	DRX003214	DRX331013	SRX1096724	SRX12476603	SRX477984	SRX477985	SRX477988	SRX707440	UV_Tom
CYP76M14_1	CYP76M14_1	0.190869	0.295638	0.230719	0	2.150434	0.14236	0.048113	0	4.823238	0	0.300074
CYP76M14_2	CYP76M14_2	0.146267	0.221782	0.170797	0	1.01825	0.792977	0.06503	0	5.053808	0.266992	0
CYP76M14_3	CYP76M14_3	0.153403	0	0	0	0	0	0	0	0.10195	0	0
OoffiChr01g00001	OoffiChr01g00001	0.963374	10.213486	1.20018	0.82369	14.471639	31.45332	0.194096	1.032225	20.665377	0	5.09541
OoffiChr01g00002	OoffiChr01g00002	5.149208	1.312231	3.458011	5.562381	4.067652	1.74572	1.192243	0.485283	5.207318	2.905863	1.347206
OoffiChr01g00003	OoffiChr01g00003	6.126797	8.188797	4.781384	0.676168	0.893434	0.197474	0.046459	1.711933	4.380194	0.841099	2.588288
OoffiChr01g00004	OoffiChr01g00004	17.922903	17.066887	58.01024	33.689018	48.26734	58.666379	33.625582	82.206854	123.17029	17.826172	69.178104
OoffiChr01g00005	OoffiChr01g00005	39.032804	29.462013	46.994873	5.704863	5.882777	5.051279	4.4347	17.417277	5.452723	3.211288	9.743556
OoffiChr01g00006	OoffiChr01g00006	33.640686	54.740736	37.589386	12.983044	15.450419	20.391006	14.489371	28.621008	11.404226	8.768141	10.04088
OoffiChr01g00007	OoffiChr01g00007	10.570564	8.031315	4.012472	1.70236	1.219008	2.383481	2.544043	5.954053	5.080328	1.126876	1.941711
OoffiChr01g00008	OoffiChr01g00008	33.041481	43.655309	39.021361	22.913541	19.3482	13.237009	12.794972	25.782393	17.323402	9.306638	27.040035
OoffiChr01g00009	OoffiChr01g00009	35.002691	28.818922	43.57389	52.109988	112.084334	45.979603	60.226891	77.625297	39.900604	73.905843	51.482246
OoffiChr01g00010	OoffiChr01g00010	0	0	0	0	0	0.830919	0	0.241738	2.314084	11.561022	0
OoffiChr01g00011	OoffiChr01g00011	1.298272	0.303812	1.934046	0	4.408264	8.173933	0.770983	0.050909	11.35761	0.861688	0.460038
OoffiChr01g00012	OoffiChr01g00012	199.56217	118.19937	119.471716	159.488058	403.142796	628.537139	98.459162	45.704972	172.917398	138.603609	199.860798
OoffiChr01g00013	OoffiChr01g00013	0.440179	0.418483	23.67985	0	0.057166	0.086001	0	0	2.156306	0.445065	0
OoffiChr01g00014	OoffiChr01g00014	9.382698	6.965635	9.732464	26.416107	17.581101	15.827907	25.050985	14.179917	12.687982	30.636444	18.268019
OoffiChr01g00015	OoffiChr01g00015	18.236904	41.205522	32.895298	31.834259	15.255128	14.46382	25.236275	28.990055	22.292861	13.02469	21.416296
OoffiChr01g00016	OoffiChr01g00016	33.766317	28.334371	7.46723	0.587108	16.72912	0.469193	0.277355	1.918533	10.641207	0.897703	1.281303
OoffiChr01g00017	OoffiChr01g00017	2.318759	2.458924	4.462054	9.739643	12.477616	1.574423	13.153103	3.911697	2.595288	11.788047	2.631458
OoffiChr01g00018	OoffiChr01g00018	0.138972	0.829426	0.152298	0	0	0	0.094585	0.093822	3.197265	0	0
OoffiChr01g00019	OoffiChr01g00019	30.283922	17.846943	22.264904	34.716345	65.389075	19.371761	35.793791	31.204888	54.369381	35.900329	37.7194
OoffiChr01g00020	OoffiChr01g00020	58.968133	48.368369	131.365423	43.672329	60.578685	75.664859	64.948179	154.090938	93.254431	25.307214	70.884895
OoffiChr01g00021	OoffiChr01g00021	3.704362	4.491404	4.503557	0.588641	6.08196	0.44444	0.120373	0.485106	4.761306	0.794896	0
OoffiChr01g00022	OoffiChr01g00022	8.446338	31.555689	16.004976	9.606488	11.25428	10.634747	15.53954	21.644256	19.883652	5.289052	8.242005
OoffiChr01g00023	OoffiChr01g00023	0.2471	0.38352	0.263936	0	7.024512	2.00508	1.165654	4.55635	4.357618	1.761596	0
OoffiChr01g00024	OoffiChr01g00024	9.689229	23.649501	10.782509	17.672686	4.68575	12.816223	10.504433	8.934886	10.972832	2.336456	12.205534
OoffiChr01g00025	OoffiChr01g00025	83.244955	98.88644	147.293247	51.169201	143.359494	121.669284	98.416268	244.151996	156.819002	78.994818	81.29769
OoffiChr01g00026	OoffiChr01g00026	9.827178	23.312146	27.43229	126.587179	122.937054	43.854326	236.305539	52.909595	207.698176	138.558877	56.795875
OoffiChr01g00027	OoffiChr01g00027	18.617839	32.545762	14.901861	38.260083	28.248656	44.834567	20.346864	6.827267	23.140755	36.78807	58.960752
OoffiChr01g00028	OoffiChr01g00028	0.48837	0.550101	0.596897	0	0.213415	0	0.044039	1.653673	4.322075	2.459886	0
OoffiChr01g00029	OoffiChr01g00029	22.948147	41.476759	20.791823	4.041061	5.712496	3.500722	5.310339	27.988447	30.025595	8.47497	6.838173
OoffiChr01g00030	OoffiChr01g00030	1.399903	2.73025	3.524257	5.727954	4.431654	0.084925	2.075792	0.077722	3.473403	9.661505	0
OoffiChr01g00031	OoffiChr01g00031	9.167372	14.254053	12.194023	3.317268	3.476529	4.577105	4.669272	11.054069	5.339971	4.726184	8.408396
OoffiChr01g00032	OoffiChr01g00032	44.483941	68.232953	58.952943	312.387063	51.548291	78.328025	89.485343	45.769037	51.150407	139.471859	186.259554
OoffiChr01g00033	OoffiChr01g00033	7.663508	6.989576	6.130117	9.865638	13.014124	24.388114	10.197003	9.650686	14.371124	14.636778	37.73576
OoffiChr01g00034	OoffiChr01g00034	15.489868	16.292638	41.106243	28.408511	152.774308	40.658529	71.905998	12.078095	167.091949	11.74397	5.957704
OoffiChr01g00035	OoffiChr01g00035	0.542313	13.728868	5.967133	0.184583	0.888967	0.500711	0.114405	1.522059	4.478585	1.408913	0
OoffiChr01g00036	OoffiChr01g00036	11.099114	16.536298	11.697854	36.540612	22.976533	13.933794	21.592404	26.711997	11.158631	38.196902	11.846344
OoffiChr01g00037	OoffiChr01g00037	3.188442	18.018189	13.679078	7.680898	9.626083	0.328304	0.628768	2.255833	4.656773	4.608393	9.757105
OoffiChr01g00038	OoffiChr01g00038	1.350131	3.179527	5.070711	0.597204	1.733614	1.04816	0.035755	7.083688	4.257174	3.862738	0.997478
OoffiChr01g00039	OoffiChr01g00039	52.661785	50.738994	56.186228	56.666465	47.710411	101.134922	56.709052	55.612384	48.054981	31.560782	135.385834
OoffiChr01g00040	OoffiChr01g00040	5.465943	7.225082	15.687141	4.040189	13.110875	4.303147	12.157576	18.959884	16.596588	9.075398	6.366202
OoffiChr01g00041	OoffiChr01g00041	0.706748	9.057636	9.151975	3.800421	0.268858	0	0	0	2.13534	1.45045	9.892258
OoffiChr01g00042	OoffiChr01g00042	0.374854	2.742148	1.497896	0	0	0.119406	0	0	4.805606	0	0
OoffiChr01g00043	OoffiChr01g00043	0.4036	0.439257	0.031905	0	0	0.409245	0.111847	0	1.844968	0	0
OoffiChr01g00044	OoffiChr01g00044	4.933892	6.419373	0.57049	0	0	0	0	0	4.113723	0	0
OoffiChr01g00045	OoffiChr01g00045	0.382205	0.506178	0.510064	0	0	0	0	0	2.107486	0	0
OoffiChr01g00046	OoffiChr01g00046	0.852857	0.92758	0	0	0	0	0	0	6.100535	11.835674	0
OoffiChr01g00047	OoffiChr01g00047	0.443916	0.604031	0.082052	0	3.699968	0	1.015821	0.517613	2.480026	0	0
OoffiChr01g00048	OoffiChr01g00048	0.250011	0.330555	0.034159	0	0	0	0	0	3.594294	0.779578	0
OoffiChr01g00049	OoffiChr01g00049	0.110815	0.203102	0.008161	0.025729	2.687232	0.079859	0.073944	0.024649	1.860175	0.400069	0
OoffiChr01g00050	OoffiChr01g00050	0.234198	0.40487	0.038981	0	0.071407	1.462873	0.099194	0.249236	3.919233	0.704184	6.616722
OoffiChr01g00051	OoffiChr01g00051	2.792386	3.549298	2.93945	0.454502	0.401325	1.27332	0.89537	5.668919	4.746927	0.684329	2.203433
OoffiChr01g00052	OoffiChr01g00052	21.308144	31.531689	56.867571	21.825649	31.462412	57.439815	47.673081	101.014566	51.073665	24.976078	49.727862
OoffiChr01g00053	OoffiChr01g00053	1.86806	5.266062	2.321828	1.24301	1.917697	3.117844	2.878672	9.845538	4.979332	1.201528	1.083615
OoffiChr01g00054	OoffiChr01g00054	7.854663	12.046058	4.491133	4.948809	2.948037	5.154172	3.195705	5.274948	5.068772	4.437861	7.050006
OoffiChr01g00055	OoffiChr01g00055	0.155387	0.190973	0.471089	0	0.206866	0.186492	0.153358	1.819365	3.055717	0	0
OoffiChr01g00056	OoffiChr01g00056	69.432959	33.680251	2.29643	1.385939	5.444866	0	0	0.792525	5.036876	0	66.367754
OoffiChr01g00057	OoffiChr01g00057	12.549878	23.735952	3.064682	5.900583	11.090787	2.383035	2.488057	2.628952	6.530908	3.152061	4.639677
OoffiChr01g00058	OoffiChr01g00058	0.201796	0.116526	0.020021	0.260131	0.910733	0.182733	0.450287	0.111303	4.533243	5.221244	5.560901
OoffiChr01g00059	OoffiChr01g00059	0.177831	3.446316	18.056411	92.574439	54.895625	18.366651	42.618249	11.200558	43.316537	18.378267	61.739483
OoffiChr01g00060	OoffiChr01g00060	0.376903	0.440927	0.121018	0	0.035235	0.10583	0.032647	73.215309	4.858243	0.645098	0
OoffiChr01g00061	OoffiChr01g00061	1.50895	0.409714	0.159585	0	0.179046	0	0	0.322494	3.689769	0	0
OoffiChr01g00062	OoffiChr01g00062	28.54568	7.131727	17.191101	10.047968	30.279734	4.454959	10.538844	12.473893	37.511473	44.556973	1.112782
OoffiChr01g00063	OoffiChr01g00063	0.153866	0.17471	0.05747	0.065412	0.928542	0	0.048225	0.02419	2.066227	0	0
OoffiChr01g00064	OoffiChr01g00064	0.436826	0.326166	0.219181	0	0	1.410253	2.248383	2.499869	7.40889	0.607217	0
OoffiChr01g00065	OoffiChr01g00065	1.308032	1.533694	3.136582	0	0.734836	1.85064	0	0.106185	2.50197	0	0
OoffiChr01g00066	OoffiChr01g00066	0.188397	1.282105	3.528146	10.268697	20.802139	0.714589	4.639477	3.850821	2.876038	10.575105	0
OoffiChr01g00067	OoffiChr01g00067	0.823948	1.856523	256.462837	0.598932	206.196935	2.040954	19.078977	229.264931	21.560199	17.156432	0.864233
OoffiChr01g00068	OoffiChr01g00068	35.834053	21.207035	52.723884	26.107475	77.154502	58.003014	25.099371	43.712238	33.103952	19.646018	166.161124
OoffiChr01g00069	OoffiChr01g00069	47.371877	25.306551	27.792855	2.527814	8.2025	10.490939	3.91904	13.556653	6.03086	2.609695	2.141489
OoffiChr01g00070	OoffiChr01g00070	13.697058	0.964384	4.008604	0.414607	3.236007	0.626145	0.155379	0.999534	2.168022	0.592315	1.188698
OoffiChr01g00071	OoffiChr01g00071	87.453324	8.675118	3.257924	0.365585	0.379457	0.683297	0.031246	26.119114	2.546503	0	0.205656
OoffiChr01g00072	OoffiChr01g00072	0.583963	0.965304	0.475213	0	0.134235	1.267955	0	0.069566	4.001637	0	0
OoffiChr01g00073	OoffiChr01g00073	0.50969	12.569812	1.596407	100.412151	8.14207	5.328444	14.726064	6.891181	4.744911	21.744993	4.12318
OoffiChr01g00074	OoffiChr01g00074	54.111648	102.057364	60.290123	67.284968	48.625719	65.349796	33.331422	56.687616	45.755613	42.869449	96.006935
OoffiChr01g00075	OoffiChr01g00075	2.096714	3.586209	5.069758	7.420811	11.355738	8.121427	25.423116	15.616855	17.181009	13.36028	2.318767
OoffiChr01g00076	OoffiChr01g00076	6.324098	0.522971	0.054777	0	0	0.239963	0.172268	0.036273	2.363463	0	0
OoffiChr01g00077	OoffiChr01g00077	0.517752	0.460412	0	0	0.075671	0	0	0	2.699675	0	0
OoffiChr01g00078	OoffiChr01g00078	1.798513	4.853686	7.482066	15.201513	6.205014	3.897422	4.591528	0.337355	16.738155	1.323866	61.167017
OoffiChr01g00079	OoffiChr01g00079	13.844957	33.854046	45.899531	3.446819	227.704229	4.984754	7.299419	38.567867	32.229265	9.446153	6.486716
OoffiChr01g00080	OoffiChr01g00080	14.98068	19.953667	101.59191	20.856858	301.556722	27.367754	7.196776	69.8296	62.754675	65.060701	23.511353
OoffiChr01g00081	OoffiChr01g00081	0.860442	3.360561	17.804385	0	28.567801	0.187859	0	4.689767	4.429567	1.049173	0
OoffiChr01g00082	OoffiChr01g00082	7.909927	33.754628	10.330229	8.602252	8.183142	4.761514	2.039254	3.795561	6.327694	2.08036	4.891108
OoffiChr01g00083	OoffiChr01g00083	0.305728	0.313934	0.617802	0.040815	0	0.060897	0.062601	22.264128	2.914529	0	0
OoffiChr01g00084	OoffiChr01g00084	5.87675	7.124285	16.654317	20.6969	14.005684	62.088244	17.579371	11.977127	52.035295	22.632696	48.635936
OoffiChr01g00085	OoffiChr01g00085	0.528694	0.229195	0.758493	0	0	0	0	0	2.632711	0	2.412492
OoffiChr01g00086	OoffiChr01g00086	6.478267	4.537296	0.163097	0	0	0	0	0	11.297741	0	0
OoffiChr01g00087	OoffiChr01g00087	20.831029	27.196747	0.429487	0	0	0	0	0	3.331269	0	0
OoffiChr01g00088	OoffiChr01g00088	0.129518	0.08275	0.078411	0	0.042712	0.170961	0.413229	0.013183	1.529288	0.214533	0
OoffiChr01g00089	OoffiChr01g00089	1.061772	4.168856	3.891968	6.447343	0	6.109238	4.256709	14.805564	12.62828	0	20.093208
OoffiChr01g00090	OoffiChr01g00090	0.445922	1.666559	1.144008	3.24408	0.509597	7.325941	10.319762	0.633588	9.938569	0.605182	11.349802
OoffiChr01g00091	OoffiChr01g00091	3.201755	5.940746	1.805916	2.509253	1.854722	10.967269	1.104763	0.133089	13.544916	0	25.384694
OoffiChr01g00092	OoffiChr01g00092	3.795616	6.027736	2.744738	1.141448	3.232919	9.427891	0.352843	2.932226	6.637434	3.098409	16.205328
OoffiChr01g00093	OoffiChr01g00093	10.791508	3.446955	1.857645	1.568017	4.842461	9.170394	2.775663	0.444377	8.498653	7.095017	0.946281
OoffiChr01g00094	OoffiChr01g00094	3.684761	6.504701	1.939202	0.021769	1.934382	0.307288	0.442697	5.667845	1.598546	1.701997	0
OoffiChr01g00095	OoffiChr01g00095	3.71868	7.73694	0.119946	0	0.287703	0.770595	0.503228	0.222481	6.627504	9.908094	0
OoffiChr01g00096	OoffiChr01g00096	6.145444	5.14604	3.915293	30.413804	2.198399	1.040039	0.266549	0.078406	2.519603	24.31719	19.719615
OoffiChr01g00097	OoffiChr01g00097	1.518589	4.123874	1.387389	3.099137	7.223289	0.470635	0.966336	0.114586	2.899546	2.939947	0.521344
OoffiChr01g00098	OoffiChr01g00098	18.971748	21.084918	2.423435	1.175016	4.036441	0	0	0	2.576661	0	8.462113
OoffiChr01g00099	OoffiChr01g00099	0.151294	0.952251	0.197754	12.582146	2.372271	0.090371	0	0	1.589998	0.987784	138.953436
OoffiChr01g00100	OoffiChr01g00100	0.170044	0.55886	0.279959	5.477173	3.009977	0.682098	0.460113	0.02963	2.976867	3.050808	8.106219
OoffiChr01g00101	OoffiChr01g00101	0.155617	0.10509	0.825696	10.237701	0.065239	4.419507	0.294633	0	1.558117	0	24.819453
OoffiChr01g00102	OoffiChr01g00102	0.062757	0.360712	0.80513	3.152281	0.033008	1.031411	0.213388	0.027523	0.961497	0.56717	2.949919
OoffiChr01g00103	OoffiChr01g00103	0.292926	0.161944	0.280378	42.528388	0	2.764909	9.231525	0.375665	1.731387	0	2.535001
OoffiChr01g00104	OoffiChr01g00104	0.494493	1.447809	3.562425	35.364349	2.52405	5.264797	5.537174	1.508498	6.252651	1.750705	43.699512
OoffiChr01g00105	OoffiChr01g00105	2.3912	15.554375	5.446093	8.427585	3.091417	3.386688	4.63294	6.515357	9.727117	2.140919	22.76635
OoffiChr01g00106	OoffiChr01g00106	2.198348	10.455396	6.572551	35.813135	18.784729	6.98929	27.87683	5.133519	4.851952	25.917215	2.639718
OoffiChr01g00107	OoffiChr01g00107	247.434945	167.728252	393.290177	26.721948	128.089008	108.877907	42.474845	386.761665	121.925708	15.842305	84.830956
OoffiChr01g00108	OoffiChr01g00108	33.373124	60.404873	50.993444	0.556429	10.992326	3.862845	0.702645	11.937238	4.85078	0.452065	18.175594
OoffiChr01g00109	OoffiChr01g00109	11.841143	3.868315	13.388934	10.370892	24.459725	32.051593	9.52409	2.59421	18.525845	42.591691	21.538646
OoffiChr01g00110	OoffiChr01g00110	335.223361	17.089599	2.700993	27.683914	7.0841	3.093826	2.832592	13.143468	4.494018	35.547249	10.520035
OoffiChr01g00111	OoffiChr01g00111	55.379298	64.041931	27.660794	1.314939	13.806995	14.118184	2.715686	23.929803	5.815067	12.578335	13.631248
OoffiChr01g00112	OoffiChr01g00112	0.11472	0	0	0	0	0	0.088078	0	0.183213	0	0
OoffiChr01g00113	OoffiChr01g00113	0.100414	0.10932	0.094376	0	9.520984	0	0.152335	0.020469	0.480981	24.123827	0
OoffiChr01g00114	OoffiChr01g00114	0	0.073859	0	0	0	0	0	0	0.19025	0	0
OoffiChr01g00115	OoffiChr01g00115	0.179295	0.785714	0	0	0.138832	0	0	0.119169	2.622236	0	0
OoffiChr01g00116	OoffiChr01g00116	0.167237	0.084026	0	0	41.328364	7.643562	5.803229	3.70203	3.807339	0	0
OoffiChr01g00117	OoffiChr01g00117	0	0	0	0	0	0	0	0	0	0	0
OoffiChr01g00118	OoffiChr01g00118	0.21404	0.246108	0.18894	0	0	0	0	0	1.399341	0	0
OoffiChr01g00119	OoffiChr01g00119	0	0.115419	0	0	0	0	0	0	2.624513	0	0
OoffiChr01g00120	OoffiChr01g00120	0.051589	0	0	0	0	0	0	0	3.251234	0	0
OoffiChr01g00121	OoffiChr01g00121	0.296281	0.628456	0	0	0	0	0	0	3.584099	0	0
OoffiChr01g00122	OoffiChr01g00122	0.334351	0.103259	0.448065	0	0	0	0.059742	0.339718	8.868549	0	0
OoffiChr01g00123	OoffiChr01g00123	0.173053	0.381138	0.009873	0	12.437222	1.25649	1.795642	3.952488	2.518569	63.669124	0
OoffiChr01g00124	OoffiChr01g00124	0.358834	0.455341	0.067548	0	1.280684	0	0.049565	0.071181	1.704475	26.915222	0
OoffiChr01g00125	OoffiChr01g00125	4.218925	5.83479	3.73647	1.724182	8.768832	0	0.041474	0.189831	1.343701	73.65488	0
OoffiChr01g00126	OoffiChr01g00126	0.068683	0.138042	0.094046	0.079553	21.845086	31.627782	78.093223	127.105877	36.687937	67.463271	0
OoffiChr01g00127	OoffiChr01g00127	0	0	0.171642	1.210475	12.074786	14.903383	7.720915	3.646768	10.214739	63.258594	0
OoffiChr01g00128	OoffiChr01g00128	0.160931	1.916472	0	0	0	0	0.612803	0	0.827861	0	0
OoffiChr01g00129	OoffiChr01g00129	5.070269	9.25308	30.241412	4.649004	0	0.078416	0.285781	0	1.318375	0	5.611431
OoffiChr01g00130	OoffiChr01g00130	1.169479	1.751577	0	0	0	0	0	0	0.472741	0	0
OoffiChr01g00131	OoffiChr01g00131	0	0	0	0	1.840491	13.514019	2.406371	6.171815	6.531936	38.89125	0
OoffiChr01g00132	OoffiChr01g00132	0.060127	0.165472	0	0	0	0	0	0	0.464727	0	0
OoffiChr01g00133	OoffiChr01g00133	0.488074	0.39103	0.066682	0	0.042071	0.063216	0.0281	3.233039	3.989875	0	0
OoffiChr01g00134	OoffiChr01g00134	17.403311	12.140093	10.488252	55.44905	49.762048	26.298576	53.818317	28.53522	33.522341	92.52967	23.011888
OoffiChr01g00135	OoffiChr01g00135	8.209262	17.919389	13.405861	99.736128	31.379408	17.521591	56.007674	12.02425	9.309855	52.525756	17.478613
OoffiChr01g00136	OoffiChr01g00136	0	0	0	0	0	0	0	0	0	0	0
OoffiChr01g00137	OoffiChr01g00137	0.102277	0.093649	0	0	0	0	0.073037	0	1.185426	0	0
OoffiChr01g00138	OoffiChr01g00138	20.619453	8.660912	34.736138	8.682702	5.471082	13.896061	75.676388	51.170391	27.212695	5.912453	1.576646
OoffiChr01g00139	OoffiChr01g00139	0.121391	0.073211	0	0	2.048966	0.071508	0.073759	0.284577	0.800958	19.324144	0
OoffiChr01g00140	OoffiChr01g00140	1.178127	1.445078	0	0	0	0	0	0.245835	3.646876	0	0
OoffiChr01g00141	OoffiChr01g00141	0.114073	0.774308	52.247371	83.690056	75.822987	45.07009	46.833928	3.29263	151.367899	99.447384	77.619491
OoffiChr01g00142	OoffiChr01g00142	0.85351	0.701422	0.176571	0	0	0	0	0	2.112295	0	0
OoffiChr01g00143	OoffiChr01g00143	5.082145	6.921094	10.835107	8.72285	15.676655	65.066321	8.978875	21.02395	10.745289	7.670697	16.511016
OoffiChr01g00144	OoffiChr01g00144	49.461491	65.550401	95.036309	40.047133	71.517498	253.033656	45.354979	51.108804	76.590972	34.066781	131.632226
OoffiChr01g00145	OoffiChr01g00145	48.205529	77.920788	92.851378	58.518084	68.8298	89.234026	58.811414	175.595975	90.240597	28.434897	148.934307
OoffiChr01g00146	OoffiChr01g00146	1.885615	1.184851	3.237161	0.165679	4.160962	0.375718	0.038433	0.446644	5.295405	1.049173	1.077338
OoffiChr01g00147	OoffiChr01g00147	75.499754	86.018753	48.015494	36.69545	26.932161	75.650014	25.940553	39.227435	51.794816	30.055086	86.212826
OoffiChr01g00148	OoffiChr01g00148	3.433511	9.838645	8.641314	0.867954	3.158692	0.875145	2.324589	9.985166	5.680458	1.37512	0.737876
OoffiChr01g00149	OoffiChr01g00149	60.801116	31.959077	43.839835	16.056069	108.727451	104.17037	53.30898	97.429807	50.817176	20.142916	29.173034
OoffiChr01g00150	OoffiChr01g00150	12.069191	2.187196	7.551987	0	24.302062	21.923972	0.468704	0.745994	8.22563	0	2.973049
OoffiChr01g00151	OoffiChr01g00151	4.292766	17.897129	8.349533	22.752826	15.855086	32.907383	20.872497	21.848078	14.209654	20.187381	7.402987
OoffiChr01g00152	OoffiChr01g00152	25.454283	22.204252	9.791251	4.029166	17.90493	13.802867	0.729403	1.887286	11.390431	5.537081	9.681145
OoffiChr01g00153	OoffiChr01g00153	38.334379	31.109883	10.846216	0.594668	0.484888	0.424464	0.162723	7.42138	8.431353	0.177419	0.104572
OoffiChr01g00154	OoffiChr01g00154	4.373919	4.74003	1.469193	0	0.032416	0.730097	0.360404	0.014989	2.812533	3.802733	0
OoffiChr01g00155	OoffiChr01g00155	0.676697	1.772451	0.508955	0	0	0.556365	0.456972	0.564609	3.518361	0.943314	0.513347
OoffiChr01g00156	OoffiChr01g00156	0.709301	0.702178	1.161307	107.745767	10.216205	166.803011	1373.143763	8.925943	4.764581	80.593183	109.693858
OoffiChr01g00157	OoffiChr01g00157	34.712972	55.141497	4.915698	1.183517	62.948351	680.978588	16.055117	13.712029	769.14048	2.09921	1603.936957
OoffiChr01g00158	OoffiChr01g00158	0.13731	0.149649	0.065675	0	0.088679	1.755937	0.050439	0.067447	16.757607	1.216025	3.468909
OoffiChr01g00159	OoffiChr01g00159	2530.478203	18.291966	157.191944	12.309898	172.83921	3078.334945	179.506711	51.842606	1143.488626	27.453937	1493.247819
OoffiChr01g00160	OoffiChr01g00160	20.952427	18.915221	8.861799	2.587129	5.207851	3.984745	1.411961	3.570886	4.893333	4.08677	5.249315
OoffiChr01g00161	OoffiChr01g00161	0.509738	0.338275	0.445332	0	0.768586	0	0	0.253864	1.304789	3.551835	0
OoffiChr01g00162	OoffiChr01g00162	2.215122	2.921784	0	0	0	0	0	0	2.236053	0	0
OoffiChr01g00163	OoffiChr01g00163	0.909877	322.569168	36.819193	0	5.390842	0.107544	0	26.713202	6.479382	0.565315	0.598834
OoffiChr01g00164	OoffiChr01g00164	4.880272	8.348667	8.433943	7.462949	8.43742	3.060339	13.309507	17.686683	11.84041	9.07961	6.305198
OoffiChr01g00165	OoffiChr01g00165	42.886313	38.16745	70.198844	21.396027	25.815349	55.524366	16.744538	74.836252	31.777915	9.077688	103.489836
OoffiChr01g00166	OoffiChr01g00166	30.565284	34.404214	35.162908	22.256655	25.178602	34.368089	17.248886	36.091111	26.537566	15.433978	60.731799
OoffiChr01g00167	OoffiChr01g00167	18.668621	12.88599	9.816943	11.877967	14.427841	2.320647	4.016573	3.165813	7.203856	6.417227	3.064176
OoffiChr01g00168	OoffiChr01g00168	0.3327	0.315464	0.272676	0	4.206338	0.095207	0.019548	0	2.421445	0	0
OoffiChr01g00169	OoffiChr01g00169	0.214178	0.400431	0.068899	0	1.863624	0.062123	0	0	2.371637	0.154167	0
OoffiChr01g00170	OoffiChr01g00170	0.155086	0	0	0	0	0	0	0.088736	3.524738	0	0
OoffiChr01g00171	OoffiChr01g00171	13.747646	10.698154	14.083675	54.247479	41.290341	22.625167	24.251645	21.421148	9.233379	26.62837	13.591985
OoffiChr01g00172	OoffiChr01g00172	0.490472	4.172293	2.41815	2.390898	0.310418	0.145606	0.073205	0.437075	1.187102	0	0
OoffiChr01g00173	OoffiChr01g00173	1.090903	2.788173	0.72161	0	0.24922	0.187545	0	1.312898	4.63366	0.97604	0
OoffiChr01g00174	OoffiChr01g00174	1.948256	2.061306	0.623892	0.200486	8.816842	1.097337	0.916949	0.946294	6.146127	2.435204	0
OoffiChr01g00175	OoffiChr01g00175	0.73755	0.834072	0.306763	0	0	0	0	0	4.969831	0	0
OoffiChr01g00176	OoffiChr01g00176	7.24767	7.222676	10.510947	7.865704	32.164984	24.226248	10.509736	12.07725	53.23838	2.081735	16.627833
OoffiChr01g00177	OoffiChr01g00177	19.528827	4.402213	3.088087	0.196427	6.294489	11.371687	0.492411	493.621786	12.659343	0.754796	4.614984
OoffiChr01g00178	OoffiChr01g00178	0.377572	0.708052	0.285684	0	0.537986	2.829944	0.069246	0.020649	9.515715	0	3.692797
OoffiChr01g00179	OoffiChr01g00179	1.671331	0.235738	0.388109	0.443267	1.046799	17.76308	6.116952	0.100483	2.614385	0.33431	0
OoffiChr01g00180	OoffiChr01g00180	38.947968	3.216987	16.259896	25.832697	38.971319	64.057006	65.161201	21.884592	12.296982	32.617416	53.435091
OoffiChr01g00181	OoffiChr01g00181	22.834575	3.861335	0	0	0	1.770204	0.947478	0	3.154533	0	0
OoffiChr01g00182	OoffiChr01g00182	85.754576	16.681039	69.183651	48.643074	77.261559	256.733009	43.974367	87.468476	55.883729	33.537479	64.908766
OoffiChr01g00183	OoffiChr01g00183	5.653766	1.763502	1.630226	0	0.213007	0	0	0.151389	2.434605	4.643526	0
OoffiChr01g00184	OoffiChr01g00184	10.240744	8.322615	24.250243	85.321327	38.144098	68.11877	72.709308	28.556316	31.685865	59.136575	51.9133
OoffiChr01g00185	OoffiChr01g00185	0.574522	8.400368	0.373337	0	0	0.506327	0.034551	0.604751	10.12781	0	0
OoffiChr01g00186	OoffiChr01g00186	28.944207	41.944021	17.787062	7.853235	7.637407	35.256989	4.761568	15.07539	15.641699	6.733886	26.538132
OoffiChr01g00187	OoffiChr01g00187	0.26418	0.180496	0.027968	0	31.25747	0	0.027161	0.344315	6.80181	0	0
OoffiChr01g00188	OoffiChr01g00188	0.107673	0.292103	0.18806	0	0	0.312168	0	0	2.206489	0	0
OoffiChr01g00189	OoffiChr01g00189	4.96865	7.570681	54.306408	49.421261	4.474903	9.762922	1.770227	1.399483	23.476041	19.948661	19.933927
OoffiChr01g00190	OoffiChr01g00190	0.596321	15.90484	22.488669	9.680009	34.088749	38.8189	14.191978	43.716562	92.979024	5.24146	38.484692
OoffiChr01g00191	OoffiChr01g00191	96.911927	47.444013	44.403034	10.157618	10.607991	6.18886	1.164681	18.574393	3.178898	0.838641	12.635703
OoffiChr01g00192	OoffiChr01g00192	92.248266	49.530461	25.678806	9.612721	3.178178	17.234707	1.920945	13.629137	6.625923	0	6.648589
OoffiChr01g00193	OoffiChr01g00193	284.155297	378.40559	334.453738	422.491335	205.424686	274.187931	148.140707	118.904908	156.584877	276.275575	524.975416
